Round,Player,Hand,Score,Dealer Card,Dealer Score,Result,Reason
13944,3,5 4 3 4 4,20,6,20,3,Tie with Dealer
13944,4,A 9,20,6,20,3,Tie with Dealer
13944,5,2 Q 2 7,21,6,20,1,Higher Score than Dealer
13945,1,A 10,21,K,20,1,Higher Score than Dealer
13945,2,9 6 K,25,K,20,2,Bust
13945,3,A 9,20,K,20,3,Tie with Dealer
13945,4,8 2 Q,20,K,20,3,Tie with Dealer
13945,5,9 J,19,K,20,2,Lost to Dealer
13946,1,7 8 6,21,10,22,1,Dealer Bust
13946,2,4 6 Q,20,10,22,1,Dealer Bust
13946,3,6 6 Q,22,10,22,2,Bust
13946,4,K 10,20,10,22,1,Dealer Bust
13946,5,J 10,20,10,22,1,Dealer Bust
13947,1,5 2 A,18,9,19,2,Lost to Dealer
13947,2,4 3 Q,17,9,19,2,Lost to Dealer
13947,3,10 7,17,9,19,2,Lost to Dealer
13947,4,2 Q 10,22,9,19,2,Bust
13947,5,9 3 A Q,23,9,19,2,Bust
13948,1,7 9 5,21,8,19,1,Higher Score than Dealer
13948,2,9 5 J,24,8,19,2,Bust
13948,3,10 7,17,8,19,2,Lost to Dealer
13948,4,4 3 J,17,8,19,2,Lost to Dealer
13948,5,10 6 3,19,8,19,3,Tie with Dealer
13949,1,K Q,20,Q,25,1,Dealer Bust
13949,2,K 2 4 9,25,Q,25,2,Bust
13949,3,2 9 6,17,Q,25,1,Dealer Bust
13949,4,A J,21,Q,25,1,Dealer Bust
13949,5,K 9,19,Q,25,1,Dealer Bust
13950,1,5 9 Q,24,5,23,2,Bust
13950,2,2 Q K,22,5,23,2,Bust
13950,3,2 10 Q,22,5,23,2,Bust
13950,4,7 Q,17,5,23,1,Dealer Bust
13950,5,A Q,21,5,23,1,Dealer Bust
13951,1,A 10,21,K,20,1,Higher Score than Dealer
13951,2,8 5 K,23,K,20,2,Bust
13951,3,5 3 10,18,K,20,2,Lost to Dealer
13951,4,K 2 2 10,24,K,20,2,Bust
13951,5,Q 8,18,K,20,2,Lost to Dealer
13952,1,8 9,17,10,20,2,Lost to Dealer
13952,2,2 Q 7,19,10,20,2,Lost to Dealer
13952,3,K 9,19,10,20,2,Lost to Dealer
13952,4,7 A,18,10,20,2,Lost to Dealer
13952,5,9 8,17,10,20,2,Lost to Dealer
13953,1,2 6 8 9,25,10,19,2,Bust
13953,2,9 4 J,23,10,19,2,Bust
13953,3,Q Q,20,10,19,1,Higher Score than Dealer
13953,4,J 2 5,17,10,19,2,Lost to Dealer
13953,5,8 K,18,10,19,2,Lost to Dealer
13954,1,5 2 4 5 7,23,6,26,2,Bust
13954,2,5 Q 4,19,6,26,1,Dealer Bust
13954,3,3 4 5 Q,22,6,26,2,Bust
13954,4,10 Q,20,6,26,1,Dealer Bust
13954,5,A Q,21,6,26,1,Dealer Bust
13955,1,10 10,20,A,17,1,Higher Score than Dealer
13955,2,Q 4 5,19,A,17,1,Higher Score than Dealer
13955,3,6 4 K,20,A,17,1,Higher Score than Dealer
13955,4,J J,20,A,17,1,Higher Score than Dealer
13955,5,Q 4 5,19,A,17,1,Higher Score than Dealer
13956,1,10 4 4,18,K,17,1,Higher Score than Dealer
13956,2,2 A 5,18,K,17,1,Higher Score than Dealer
13956,3,A 6 7 4,18,K,17,1,Higher Score than Dealer
13956,4,J 7,17,K,17,3,Tie with Dealer
13956,5,8 J,18,K,17,1,Higher Score than Dealer
13957,1,6 9 10,25,4,17,2,Bust
13957,2,J 4 6,20,4,17,1,Higher Score than Dealer
13957,3,7 8 A A,17,4,17,3,Tie with Dealer
13957,4,2 7 J,19,4,17,1,Higher Score than Dealer
13957,5,6 Q 7,23,4,17,2,Bust
13958,1,Q 5 J,25,9,19,2,Bust
13958,2,8 4 K,22,9,19,2,Bust
13958,3,5 6 7,18,9,19,2,Lost to Dealer
13958,4,6 5 6,17,9,19,2,Lost to Dealer
13958,5,6 4 7,17,9,19,2,Lost to Dealer
13959,1,5 8 10,23,K,24,2,Bust
13959,2,6 9 8,23,K,24,2,Bust
13959,3,2 Q 5,17,K,24,1,Dealer Bust
13959,4,2 K 8,20,K,24,1,Dealer Bust
13959,5,2 8 7,17,K,24,1,Dealer Bust
13960,1,A K,21,6,26,1,Dealer Bust
13960,2,5 6 A J,22,6,26,2,Bust
13960,3,9 9,18,6,26,1,Dealer Bust
13960,4,9 2 9,20,6,26,1,Dealer Bust
13960,5,A K,21,6,26,1,Dealer Bust
13961,1,4 J 6,20,J,23,1,Dealer Bust
13961,2,K 4 3,17,J,23,1,Dealer Bust
13961,3,Q 6 9,25,J,23,2,Bust
13961,4,6 K K,26,J,23,2,Bust
13961,5,8 8 J,26,J,23,2,Bust
13962,1,9 7 8,24,K,18,2,Bust
13962,2,K 2 K,22,K,18,2,Bust
13962,3,7 K,17,K,18,2,Lost to Dealer
13962,4,A 10,21,K,18,1,Higher Score than Dealer
13962,5,K 9,19,K,18,1,Higher Score than Dealer
13963,1,K 6 J,26,5,20,2,Bust
13963,2,10 2 A 2 8,23,5,20,2,Bust
13963,3,A A 8,20,5,20,3,Tie with Dealer
13963,4,3 4 3 10,20,5,20,3,Tie with Dealer
13963,5,10 5 A 8,24,5,20,2,Bust
13964,1,J 8,18,J,20,2,Lost to Dealer
13964,2,2 2 4 10,18,J,20,2,Lost to Dealer
13964,3,K A,21,J,20,1,Higher Score than Dealer
13964,4,Q 9,19,J,20,2,Lost to Dealer
13964,5,Q K,20,J,20,3,Tie with Dealer
13965,1,7 10,17,8,26,1,Dealer Bust
13965,2,10 J,20,8,26,1,Dealer Bust
13965,3,J J,20,8,26,1,Dealer Bust
13965,4,7 Q,17,8,26,1,Dealer Bust
13965,5,7 10,17,8,26,1,Dealer Bust
13966,1,A Q,21,8,17,1,Higher Score than Dealer
13966,2,Q A,21,8,17,1,Higher Score than Dealer
13966,3,K 8,18,8,17,1,Higher Score than Dealer
13966,4,8 10,18,8,17,1,Higher Score than Dealer
13966,5,9 9,18,8,17,1,Higher Score than Dealer
13967,1,6 J 3,19,2,17,1,Higher Score than Dealer
13967,2,4 K 6,20,2,17,1,Higher Score than Dealer
13967,3,10 J,20,2,17,1,Higher Score than Dealer
13967,4,3 2 J 3,18,2,17,1,Higher Score than Dealer
13967,5,7 3 9,19,2,17,1,Higher Score than Dealer
13968,1,3 7 8,18,5,19,2,Lost to Dealer
13968,2,J 2 K,22,5,19,2,Bust
13968,3,8 J,18,5,19,2,Lost to Dealer
13968,4,3 J 3 K,26,5,19,2,Bust
13968,5,6 6 K,22,5,19,2,Bust
13969,1,8 Q,18,2,23,1,Dealer Bust
13969,2,J 9,19,2,23,1,Dealer Bust
13969,3,9 Q,19,2,23,1,Dealer Bust
13969,4,J J,20,2,23,1,Dealer Bust
13969,5,J 5 7,22,2,23,2,Bust
13970,1,6 5 4 2,17,4,19,2,Lost to Dealer
13970,2,5 A 6 9,21,4,19,1,Higher Score than Dealer
13970,3,5 K 6,21,4,19,1,Higher Score than Dealer
13970,4,8 A,19,4,19,3,Tie with Dealer
13970,5,5 A K 3,19,4,19,3,Tie with Dealer
13971,1,A 10,21,8,18,1,Higher Score than Dealer
13971,2,7 5 5,17,8,18,2,Lost to Dealer
13971,3,7 8 3,18,8,18,3,Tie with Dealer
13971,4,K K,20,8,18,1,Higher Score than Dealer
13971,5,J 8,18,8,18,3,Tie with Dealer
13972,1,A 4 10 8,23,5,19,2,Bust
13972,2,8 J,18,5,19,2,Lost to Dealer
13972,3,6 6 J,22,5,19,2,Bust
13972,4,3 6 J,19,5,19,3,Tie with Dealer
13972,5,5 3 3 5 10,26,5,19,2,Bust
13973,1,2 J 4 Q,26,4,25,2,Bust
13973,2,8 3 A Q,22,4,25,2,Bust
13973,3,J 2 2 4,18,4,25,1,Dealer Bust
13973,4,8 2 6 5,21,4,25,1,Dealer Bust
13973,5,3 Q A Q,24,4,25,2,Bust
13974,1,K 3 J,23,2,18,2,Bust
13974,2,2 A 4,17,2,18,2,Lost to Dealer
13974,3,2 2 Q 4,18,2,18,3,Tie with Dealer
13974,4,4 3 A,18,2,18,3,Tie with Dealer
13974,5,K 5 J,25,2,18,2,Bust
13975,1,10 9,19,Q,17,1,Higher Score than Dealer
13975,2,6 8 2 K,26,Q,17,2,Bust
13975,3,Q 9,19,Q,17,1,Higher Score than Dealer
13975,4,Q 9,19,Q,17,1,Higher Score than Dealer
13975,5,3 8 A 3 3,18,Q,17,1,Higher Score than Dealer
13976,1,8 4 Q,22,5,21,2,Bust
13976,2,5 8 Q,23,5,21,2,Bust
13976,3,J 8,18,5,21,2,Lost to Dealer
13976,4,A K,21,5,21,3,Tie with Dealer
13976,5,9 7 K,26,5,21,2,Bust
13977,1,4 10 Q,24,10,20,2,Bust
13977,2,6 J 3,19,10,20,2,Lost to Dealer
13977,3,K A,21,10,20,1,Higher Score than Dealer
13977,4,10 9,19,10,20,2,Lost to Dealer
13977,5,3 8 6,17,10,20,2,Lost to Dealer
13978,1,A J,21,J,17,1,Higher Score than Dealer
13978,2,9 K,19,J,17,1,Higher Score than Dealer
13978,3,J 5 5,20,J,17,1,Higher Score than Dealer
13978,4,9 Q,19,J,17,1,Higher Score than Dealer
13978,5,7 A,18,J,17,1,Higher Score than Dealer
13979,1,J 9,19,2,21,2,Lost to Dealer
13979,2,6 J 6,22,2,21,2,Bust
13979,3,K 6 5,21,2,21,3,Tie with Dealer
13979,4,A 5 3,19,2,21,2,Lost to Dealer
13979,5,8 5 4,17,2,21,2,Lost to Dealer
13980,1,K 10,20,Q,24,1,Dealer Bust
13980,2,5 7 6,18,Q,24,1,Dealer Bust
13980,3,2 8 A,21,Q,24,1,Dealer Bust
13980,4,3 3 7 9,22,Q,24,2,Bust
13980,5,5 9 6,20,Q,24,1,Dealer Bust
13981,1,6 J 5,21,K,18,1,Higher Score than Dealer
13981,2,9 J,19,K,18,1,Higher Score than Dealer
13981,3,A K,21,K,18,1,Higher Score than Dealer
13981,4,3 4 4 4 3,18,K,18,3,Tie with Dealer
13981,5,5 Q 3,18,K,18,3,Tie with Dealer
13982,1,A 6 5 7,19,8,18,1,Higher Score than Dealer
13982,2,K Q,20,8,18,1,Higher Score than Dealer
13982,3,9 10,19,8,18,1,Higher Score than Dealer
13982,4,J 5 4,19,8,18,1,Higher Score than Dealer
13982,5,9 Q,19,8,18,1,Higher Score than Dealer
13983,1,6 K 3,19,7,17,1,Higher Score than Dealer
13983,2,6 4 6 5,21,7,17,1,Higher Score than Dealer
13983,3,6 3 3 A 7,20,7,17,1,Higher Score than Dealer
13983,4,8 9,17,7,17,3,Tie with Dealer
13983,5,9 8,17,7,17,3,Tie with Dealer
13984,1,10 10,20,Q,20,3,Tie with Dealer
13984,2,A J,21,Q,20,1,Higher Score than Dealer
13984,3,3 K 8,21,Q,20,1,Higher Score than Dealer
13984,4,10 4 8,22,Q,20,2,Bust
13984,5,3 8 2 4,17,Q,20,2,Lost to Dealer
13985,1,Q 8,18,6,20,2,Lost to Dealer
13985,2,10 K,20,6,20,3,Tie with Dealer
13985,3,10 3 9,22,6,20,2,Bust
13985,4,K 5 Q,25,6,20,2,Bust
13985,5,10 3 J,23,6,20,2,Bust
13986,1,2 8 8,18,A,21,2,Lost to Dealer
13986,2,2 A J K,23,A,21,2,Bust
13986,3,9 10,19,A,21,2,Lost to Dealer
13986,4,A 8,19,A,21,2,Lost to Dealer
13986,5,4 2 Q 4,20,A,21,2,Lost to Dealer
13987,1,10 Q,20,4,22,1,Dealer Bust
13987,2,9 9,18,4,22,1,Dealer Bust
13987,3,5 K 3,18,4,22,1,Dealer Bust
13987,4,9 2 6,17,4,22,1,Dealer Bust
13987,5,5 7 9,21,4,22,1,Dealer Bust
13988,1,K 2 5,17,K,17,3,Tie with Dealer
13988,2,10 Q,20,K,17,1,Higher Score than Dealer
13988,3,4 J Q,24,K,17,2,Bust
13988,4,9 7 Q,26,K,17,2,Bust
13988,5,6 5 3 K,24,K,17,2,Bust
13989,1,7 10,17,3,21,2,Lost to Dealer
13989,2,7 5 10,22,3,21,2,Bust
13989,3,8 Q,18,3,21,2,Lost to Dealer
13989,4,Q 10,20,3,21,2,Lost to Dealer
13989,5,A 8,19,3,21,2,Lost to Dealer
13990,1,5 J 5,20,9,19,1,Higher Score than Dealer
13990,2,10 4 10,24,9,19,2,Bust
13990,3,8 J,18,9,19,2,Lost to Dealer
13990,4,7 9 J,26,9,19,2,Bust
13990,5,5 Q 9,24,9,19,2,Bust
13991,1,2 A 7,20,7,17,1,Higher Score than Dealer
13991,2,5 A 7 K,23,7,17,2,Bust
13991,3,A 8,19,7,17,1,Higher Score than Dealer
13991,4,5 3 2 2 Q,22,7,17,2,Bust
13991,5,2 6 10,18,7,17,1,Higher Score than Dealer
13992,1,A 8,19,J,20,2,Lost to Dealer
13992,2,J 5 J,25,J,20,2,Bust
13992,3,A J,21,J,20,1,Higher Score than Dealer
13992,4,J 9,19,J,20,2,Lost to Dealer
13992,5,K 9,19,J,20,2,Lost to Dealer
13993,1,A 5 9 Q,25,A,17,2,Bust
13993,2,Q 4 Q,24,A,17,2,Bust
13993,3,A 4 2 J K,27,A,17,2,Bust
13993,4,10 Q,20,A,17,1,Higher Score than Dealer
13993,5,9 10,19,A,17,1,Higher Score than Dealer
13994,1,2 A K 7,20,5,24,1,Dealer Bust
13994,2,7 6 7,20,5,24,1,Dealer Bust
13994,3,5 6 Q,21,5,24,1,Dealer Bust
13994,4,8 A,19,5,24,1,Dealer Bust
13994,5,3 5 8 8,24,5,24,2,Bust
13995,1,9 K,19,2,17,1,Higher Score than Dealer
13995,2,A 9,20,2,17,1,Higher Score than Dealer
13995,3,5 9 Q,24,2,17,2,Bust
13995,4,Q 2 9,21,2,17,1,Higher Score than Dealer
13995,5,9 Q,19,2,17,1,Higher Score than Dealer
13996,1,2 5 2 J,19,10,20,2,Lost to Dealer
13996,2,10 Q,20,10,20,3,Tie with Dealer
13996,3,A K,21,10,20,1,Higher Score than Dealer
13996,4,10 K,20,10,20,3,Tie with Dealer
13996,5,3 7 5 10,25,10,20,2,Bust
13997,1,3 6 6 5,20,5,22,1,Dealer Bust
13997,2,7 K,17,5,22,1,Dealer Bust
13997,3,7 10,17,5,22,1,Dealer Bust
13997,4,J 6 Q,26,5,22,2,Bust
13997,5,K 7,17,5,22,1,Dealer Bust
13998,1,7 4 8,19,J,17,1,Higher Score than Dealer
13998,2,7 2 7 4,20,J,17,1,Higher Score than Dealer
13998,3,J 5 4,19,J,17,1,Higher Score than Dealer
13998,4,3 9 Q,22,J,17,2,Bust
13998,5,7 9 2,18,J,17,1,Higher Score than Dealer
13999,1,A 10,21,J,21,3,Tie with Dealer
13999,2,10 4 Q,24,J,21,2,Bust
13999,3,K Q,20,J,21,2,Lost to Dealer
13999,4,4 Q 3,17,J,21,2,Lost to Dealer
13999,5,10 K,20,J,21,2,Lost to Dealer
14000,1,9 3 J,22,5,19,2,Bust
14000,2,7 8 8,23,5,19,2,Bust
14000,3,6 2 9,17,5,19,2,Lost to Dealer
14000,4,Q 6 9,25,5,19,2,Bust
14000,5,J 6 3,19,5,19,3,Tie with Dealer
14001,1,2 3 8 4,17,8,18,2,Lost to Dealer
14001,2,K 4 8,22,8,18,2,Bust
14001,3,7 7 8,22,8,18,2,Bust
14001,4,3 Q Q,23,8,18,2,Bust
14001,5,4 3 5 10,22,8,18,2,Bust
14002,1,5 4 J,19,2,22,1,Dealer Bust
14002,2,10 6 9,25,2,22,2,Bust
14002,3,A 7,18,2,22,1,Dealer Bust
14002,4,7 10,17,2,22,1,Dealer Bust
14002,5,4 10 5,19,2,22,1,Dealer Bust
14003,1,Q Q,20,7,17,1,Higher Score than Dealer
14003,2,8 9,17,7,17,3,Tie with Dealer
14003,3,4 4 J,18,7,17,1,Higher Score than Dealer
14003,4,4 Q 5,19,7,17,1,Higher Score than Dealer
14003,5,A K,21,7,17,1,Higher Score than Dealer
14004,1,2 5 2 A,20,10,20,3,Tie with Dealer
14004,2,9 5 3,17,10,20,2,Lost to Dealer
14004,3,8 4 Q,22,10,20,2,Bust
14004,4,7 6 6,19,10,20,2,Lost to Dealer
14004,5,9 A,20,10,20,3,Tie with Dealer
14005,1,10 9,19,A,19,3,Tie with Dealer
14005,2,5 7 A 5,18,A,19,2,Lost to Dealer
14005,3,9 7 K,26,A,19,2,Bust
14005,4,10 6 10,26,A,19,2,Bust
14005,5,A J,21,A,19,1,Higher Score than Dealer
14006,1,2 7 J,19,9,19,3,Tie with Dealer
14006,2,8 J,18,9,19,2,Lost to Dealer
14006,3,10 8,18,9,19,2,Lost to Dealer
14006,4,4 7 A 4 5,21,9,19,1,Higher Score than Dealer
14006,5,10 4 6,20,9,19,1,Higher Score than Dealer
14007,1,K J,20,6,17,1,Higher Score than Dealer
14007,2,5 5 Q,20,6,17,1,Higher Score than Dealer
14007,3,J 8,18,6,17,1,Higher Score than Dealer
14007,4,5 3 10,18,6,17,1,Higher Score than Dealer
14007,5,A 7,18,6,17,1,Higher Score than Dealer
14008,1,J J,20,4,22,1,Dealer Bust
14008,2,K 10,20,4,22,1,Dealer Bust
14008,3,3 3 9 7,22,4,22,2,Bust
14008,4,9 10,19,4,22,1,Dealer Bust
14008,5,7 5 Q,22,4,22,2,Bust
14009,1,2 K Q,22,J,19,2,Bust
14009,2,4 9 4,17,J,19,2,Lost to Dealer
14009,3,6 4 4 9,23,J,19,2,Bust
14009,4,10 6 A 10,27,J,19,2,Bust
14009,5,6 3 6 6,21,J,19,1,Higher Score than Dealer
14010,1,7 4 6,17,3,21,2,Lost to Dealer
14010,2,Q 3 7,20,3,21,2,Lost to Dealer
14010,3,A 10,21,3,21,3,Tie with Dealer
14010,4,2 J 5,17,3,21,2,Lost to Dealer
14010,5,10 2 10,22,3,21,2,Bust
14011,1,5 10 K,25,7,18,2,Bust
14011,2,9 5 4,18,7,18,3,Tie with Dealer
14011,3,J 2 J,22,7,18,2,Bust
14011,4,Q 3 7,20,7,18,1,Higher Score than Dealer
14011,5,10 8,18,7,18,3,Tie with Dealer
14012,1,10 4 5,19,6,26,1,Dealer Bust
14012,2,A 7,18,6,26,1,Dealer Bust
14012,3,A K,21,6,26,1,Dealer Bust
14012,4,A 9,20,6,26,1,Dealer Bust
14012,5,6 2 A,19,6,26,1,Dealer Bust
14013,1,7 9 3,19,2,17,1,Higher Score than Dealer
14013,2,7 4 K,21,2,17,1,Higher Score than Dealer
14013,3,8 10,18,2,17,1,Higher Score than Dealer
14013,4,3 K K,23,2,17,2,Bust
14013,5,A 6,17,2,17,3,Tie with Dealer
14014,1,J 9,19,A,20,2,Lost to Dealer
14014,2,2 3 J Q,25,A,20,2,Bust
14014,3,J 3 8,21,A,20,1,Higher Score than Dealer
14014,4,3 J 5,18,A,20,2,Lost to Dealer
14014,5,2 Q 10,22,A,20,2,Bust
14015,1,4 A K K,25,Q,19,2,Bust
14015,2,J Q,20,Q,19,1,Higher Score than Dealer
14015,3,6 A 2,19,Q,19,3,Tie with Dealer
14015,4,10 10,20,Q,19,1,Higher Score than Dealer
14015,5,8 Q,18,Q,19,2,Lost to Dealer
14016,1,Q 10,20,K,25,1,Dealer Bust
14016,2,3 10 6,19,K,25,1,Dealer Bust
14016,3,7 6 2 J,25,K,25,2,Bust
14016,4,5 K 4,19,K,25,1,Dealer Bust
14016,5,7 K,17,K,25,1,Dealer Bust
14017,1,10 K,20,6,17,1,Higher Score than Dealer
14017,2,3 6 J,19,6,17,1,Higher Score than Dealer
14017,3,K Q,20,6,17,1,Higher Score than Dealer
14017,4,4 7 4 3,18,6,17,1,Higher Score than Dealer
14017,5,6 9 K,25,6,17,2,Bust
14018,1,5 J 6,21,3,20,1,Higher Score than Dealer
14018,2,Q 8,18,3,20,2,Lost to Dealer
14018,3,8 5 7,20,3,20,3,Tie with Dealer
14018,4,A 5 A,17,3,20,2,Lost to Dealer
14018,5,8 Q,18,3,20,2,Lost to Dealer
14019,1,8 3 4 Q,25,3,25,2,Bust
14019,2,J K,20,3,25,1,Dealer Bust
14019,3,10 7,17,3,25,1,Dealer Bust
14019,4,2 8 K,20,3,25,1,Dealer Bust
14019,5,7 4 7,18,3,25,1,Dealer Bust
14020,1,2 5 7 5,19,9,19,3,Tie with Dealer
14020,2,10 7,17,9,19,2,Lost to Dealer
14020,3,2 4 4 J,20,9,19,1,Higher Score than Dealer
14020,4,10 A,21,9,19,1,Higher Score than Dealer
14020,5,K Q,20,9,19,1,Higher Score than Dealer
14021,1,7 6 2 7,22,5,25,2,Bust
14021,2,K 5 7,22,5,25,2,Bust
14021,3,7 K,17,5,25,1,Dealer Bust
14021,4,6 2 3 10,21,5,25,1,Dealer Bust
14021,5,3 10 5,18,5,25,1,Dealer Bust
14022,1,2 Q Q,22,4,22,2,Bust
14022,2,J 9,19,4,22,1,Dealer Bust
14022,3,5 10 J,25,4,22,2,Bust
14022,4,5 K 9,24,4,22,2,Bust
14022,5,J A,21,4,22,1,Dealer Bust
14023,1,7 J,17,Q,26,1,Dealer Bust
14023,2,2 K 10,22,Q,26,2,Bust
14023,3,9 3 J,22,Q,26,2,Bust
14023,4,3 J 8,21,Q,26,1,Dealer Bust
14023,5,Q A,21,Q,26,1,Dealer Bust
14024,1,4 8 A 10,23,10,20,2,Bust
14024,2,K 7,17,10,20,2,Lost to Dealer
14024,3,3 9 8,20,10,20,3,Tie with Dealer
14024,4,A 6 10 4,21,10,20,1,Higher Score than Dealer
14024,5,9 3 K,22,10,20,2,Bust
14025,1,2 J 7,19,6,25,1,Dealer Bust
14025,2,8 9,17,6,25,1,Dealer Bust
14025,3,5 7 2 K,24,6,25,2,Bust
14025,4,6 2 5 6,19,6,25,1,Dealer Bust
14025,5,7 A,18,6,25,1,Dealer Bust
14026,1,4 4 5 K,23,6,20,2,Bust
14026,2,6 10 J,26,6,20,2,Bust
14026,3,6 7 2 9,24,6,20,2,Bust
14026,4,A 10,21,6,20,1,Higher Score than Dealer
14026,5,4 Q 7,21,6,20,1,Higher Score than Dealer
14027,1,9 7 6,22,3,26,2,Bust
14027,2,4 4 5 J,23,3,26,2,Bust
14027,3,2 3 8 9,22,3,26,2,Bust
14027,4,5 K 3,18,3,26,1,Dealer Bust
14027,5,J 5 7,22,3,26,2,Bust
14028,1,4 6 6 8,24,4,19,2,Bust
14028,2,6 6 5,17,4,19,2,Lost to Dealer
14028,3,10 10,20,4,19,1,Higher Score than Dealer
14028,4,4 5 8,17,4,19,2,Lost to Dealer
14028,5,K J,20,4,19,1,Higher Score than Dealer
14029,1,4 3 J,17,7,17,3,Tie with Dealer
14029,2,3 4 7 K,24,7,17,2,Bust
14029,3,6 6 K,22,7,17,2,Bust
14029,4,5 10 3,18,7,17,1,Higher Score than Dealer
14029,5,9 A,20,7,17,1,Higher Score than Dealer
14030,1,2 4 9 5,20,3,21,2,Lost to Dealer
14030,2,10 K,20,3,21,2,Lost to Dealer
14030,3,J 7,17,3,21,2,Lost to Dealer
14030,4,6 4 8,18,3,21,2,Lost to Dealer
14030,5,10 A,21,3,21,3,Tie with Dealer
14031,1,9 3 10,22,3,22,2,Bust
14031,2,J 5 K,25,3,22,2,Bust
14031,3,5 J A Q,26,3,22,2,Bust
14031,4,4 6 2 3 7,22,3,22,2,Bust
14031,5,10 9,19,3,22,1,Dealer Bust
14032,1,A A 9,21,5,22,1,Dealer Bust
14032,2,J 10,20,5,22,1,Dealer Bust
14032,3,5 2 4 J,21,5,22,1,Dealer Bust
14032,4,9 8,17,5,22,1,Dealer Bust
14032,5,2 3 9 9,23,5,22,2,Bust
14033,1,4 9 2 8,23,A,18,2,Bust
14033,2,K 4 10,24,A,18,2,Bust
14033,3,2 7 K,19,A,18,1,Higher Score than Dealer
14033,4,4 2 5 4 8,23,A,18,2,Bust
14033,5,K J,20,A,18,1,Higher Score than Dealer
14034,1,8 10,18,3,18,3,Tie with Dealer
14034,2,J K,20,3,18,1,Higher Score than Dealer
14034,3,2 4 3 7 A,17,3,18,2,Lost to Dealer
14034,4,7 10,17,3,18,2,Lost to Dealer
14034,5,2 10 8,20,3,18,1,Higher Score than Dealer
14035,1,9 6 3,18,A,17,1,Higher Score than Dealer
14035,2,9 7 2,18,A,17,1,Higher Score than Dealer
14035,3,2 5 7 5,19,A,17,1,Higher Score than Dealer
14035,4,3 4 8 2,17,A,17,3,Tie with Dealer
14035,5,7 Q,17,A,17,3,Tie with Dealer
14036,1,6 K 4,20,Q,18,1,Higher Score than Dealer
14036,2,4 A 8 2 7,22,Q,18,2,Bust
14036,3,4 4 2 J,20,Q,18,1,Higher Score than Dealer
14036,4,6 Q 5,21,Q,18,1,Higher Score than Dealer
14036,5,Q A,21,Q,18,1,Higher Score than Dealer
14037,1,2 A A 10 A A Q,26,2,22,2,Bust
14037,2,2 5 3 Q,20,2,22,1,Dealer Bust
14037,3,8 3 J,21,2,22,1,Dealer Bust
14037,4,A K,21,2,22,1,Dealer Bust
14037,5,8 A,19,2,22,1,Dealer Bust
14038,1,9 J,19,8,23,1,Dealer Bust
14038,2,6 9 2,17,8,23,1,Dealer Bust
14038,3,6 7 K,23,8,23,2,Bust
14038,4,10 J,20,8,23,1,Dealer Bust
14038,5,9 9,18,8,23,1,Dealer Bust
14039,1,8 9,17,K,19,2,Lost to Dealer
14039,2,5 J 5,20,K,19,1,Higher Score than Dealer
14039,3,Q Q,20,K,19,1,Higher Score than Dealer
14039,4,J 2 8,20,K,19,1,Higher Score than Dealer
14039,5,A 4 K 6,21,K,19,1,Higher Score than Dealer
14040,1,8 3 8,19,9,24,1,Dealer Bust
14040,2,4 2 Q 3,19,9,24,1,Dealer Bust
14040,3,3 3 J K,26,9,24,2,Bust
14040,4,9 10,19,9,24,1,Dealer Bust
14040,5,8 J,18,9,24,1,Dealer Bust
14041,1,5 5 2 K,22,9,19,2,Bust
14041,2,4 8 8,20,9,19,1,Higher Score than Dealer
14041,3,2 6 3 4 9,24,9,19,2,Bust
14041,4,4 9 8,21,9,19,1,Higher Score than Dealer
14041,5,A Q,21,9,19,1,Higher Score than Dealer
14042,1,10 4 8,22,7,17,2,Bust
14042,2,3 3 10 9,25,7,17,2,Bust
14042,3,9 K,19,7,17,1,Higher Score than Dealer
14042,4,2 K A 3 Q,26,7,17,2,Bust
14042,5,2 2 K 5,19,7,17,1,Higher Score than Dealer
14043,1,A 7,18,9,18,3,Tie with Dealer
14043,2,Q 9,19,9,18,1,Higher Score than Dealer
14043,3,7 2 K,19,9,18,1,Higher Score than Dealer
14043,4,Q Q,20,9,18,1,Higher Score than Dealer
14043,5,K 6 2,18,9,18,3,Tie with Dealer
14044,1,6 9 2,17,8,20,2,Lost to Dealer
14044,2,6 5 Q,21,8,20,1,Higher Score than Dealer
14044,3,K 3 3 5,21,8,20,1,Higher Score than Dealer
14044,4,10 7,17,8,20,2,Lost to Dealer
14044,5,5 K 7,22,8,20,2,Bust
14045,1,9 K,19,6,17,1,Higher Score than Dealer
14045,2,2 10 K,22,6,17,2,Bust
14045,3,K 7,17,6,17,3,Tie with Dealer
14045,4,A 4 7 J,22,6,17,2,Bust
14045,5,Q 4 9,23,6,17,2,Bust
14046,1,J 6 8,24,3,18,2,Bust
14046,2,6 3 9,18,3,18,3,Tie with Dealer
14046,3,5 5 J,20,3,18,1,Higher Score than Dealer
14046,4,9 9,18,3,18,3,Tie with Dealer
14046,5,9 4 4,17,3,18,2,Lost to Dealer
14047,1,K Q,20,A,18,1,Higher Score than Dealer
14047,2,8 7 Q,25,A,18,2,Bust
14047,3,9 9,18,A,18,3,Tie with Dealer
14047,4,9 5 J,24,A,18,2,Bust
14047,5,10 10,20,A,18,1,Higher Score than Dealer
14048,1,6 10 10,26,Q,20,2,Bust
14048,2,4 10 10,24,Q,20,2,Bust
